Price,Brand,Model,Version,Year,Milleage,Doors,Fuel,Shield,Color,Transmision,Direction,Traction,Only owner,Motor,Cylinders
22.500.000,Renault,Sandero,MT,2013,67.000 km,5,Gasolina,Mjx021,Rojo,Manual,Hidráulica,nan,nan,nan,nan
22.000.000,Renault,Sandero,Authentique MT 1600CC AA,2015,53.000 km,5,Gasolina,URS 036,GrisComet,Mecánica,Hidráulica,nan,nan,nan,nan
27.500.000,Renault,Sandero,Autenthique 1.6,2017,8.000 km,4,Gasolina,JEY-309,Gris,Mecánica,Asistida,4x2,Sí,nan,nan
18.900.000,Renault,Sandero,nan,2010,85.000 km,nan,Gasolina,RAR740,Gris,Manual,Hidráulica,nan,nan,1.6,nan
17.900.000,Renault,Sandero,Espresion,2009,65.000 km,5,Gasolina,Dbq275,Plata,Mecánica,Hidráulica,nan,Sí,nan,nan
21.800.000,Renault,Sandero,Sandero gt line,2012,71.000 km,5,Gasolina,RLZ036,Plata,Mecánica,Hidráulica,nan,nan,nan,nan
25.000.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2013,60.000 km,nan,Gasolina,*****4,Gris,Manual,Hidráulica,nan,nan,1600,nan
25.000.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,72.000 km,nan,Gasolina,ZZK-469,Gris,Manual,Hidráulica,nan,Sí,1600,nan
23.800.000,Renault,Sandero,Expression,2016,55.000 km,5,Gasolina,UTP 581,Grisbeige,Mecánica,Asistida,nan,Sí,nan,nan
28.900.000,Renault,Sandero,Life,2018,24.000 km,nan,Gasolina,*****0,Gris,Manual,Mecánica,nan,nan,1598,nan
32.600.000,Renault,Sandero,Dynamique full equipo  AT 1600cc 16V,2017,24.538 km,5,Gasolina,DNK077,GRISCOMET,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
21.200.000,Renault,Sandero,DINAMIQUE FULL 1600,2012,78.100 km,5,Gasolina,RNP-268,Rojo,Mecánica,Hidráulica,nan,nan,nan,nan
23.400.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V SA,2014,83.000 km,5,Gasolina,HCP645,Gris,Manual,Hidráulica,nan,nan,1600,4
19.000.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V FE,2011,122.000 km,nan,Gasolina,RHN164,Rojo,Manual,Hidráulica,nan,Sí,1600,nan
25.900.000,Renault,Sandero,GT LINE MT 1600CC 16V,2015,73.000 km,nan,Gasolina,zyw694,Gris,Manual,Mecánica,nan,nan,1600,4
26.000.000,Renault,Sandero,GT LINE 1.6 MT,2016,34.500 km,5,Gasolina,ZXX708,Rojofuego,Manual,Hidráulica,nan,nan,nan,nan
19.500.000,Renault,Sandero,Dynamique Mt 1600CC AA AB ABS,2011,23.807 km,5,Gasolina,KGV-957,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
22.000.000,Renault,Sandero,GT line 1.6,2012,42.111 km,4,Gasolina,MCY151,griscomet,Mecánica,Hidráulica,4x2,nan,nan,nan
19.400.000,Renault,Sandero,Full equipo,2010,93.000 km,5,Gasolina,Ddx717,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
20.500.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2011,96.000 km,4,Gasolina,RHQ919,Gris,Manual,Hidráulica,nan,nan,1600,4
23.000.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2011,70.000 km,nan,Gasolina,*****7,Negro,Manual,Hidráulica,nan,nan,1600,16
20.000.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2011,64.000 km,nan,Gasolina,2,Gris,Manual,Hidráulica,nan,nan,1600cc,4
20.000.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2010,126.000 km,nan,Gasolina,RAS480,Negro,Manual,Hidráulica,nan,Sí,1600,4
36.000.000,Renault,Sandero,Exclusive,2018,8.000 km,5,Gasolina,***-**9,Gris,Mecánica,Asistida,nan,nan,1598,nan
25.000.000,Renault,Sandero,AT 1600CC AA,2013,63.800 km,5,Gasolina,HAR 583,RojoFuego,Automática,Hidráulica,4x2,nan,nan,nan
18.500.000,Renault,Sandero,AUTHNTIQUE MT 1600CC,2012,130.000 km,5,Gasolina,******8,GRISESTRELLA,Mecánica,Hidráulica,4x2,nan,nan,nan
23.500.000,Renault,Sandero,Sandero,2016,32.500 km,5,Gasolina,5,GRISCOMET,Mecánica,Mecánica,4x2,Sí,nan,nan
23.900.000,Renault,Sandero,GT Line 1.6 16 valvulas,2013,45.266 km,5,Gasolina,NCQ302,Griscometa,Manual,Hidráulica,4x2,nan,nan,nan
21.000.000,Renault,Sandero,Sedan,2014,84.000 km,5,Gasolina,HCV 860,GRISESTRELLA,Manual,Asistida,nan,nan,nan,nan
29.500.000,Renault,Sandero,Life 1598cc,2019,21.000 km,5,Gasolina,ELQ-262,Negro,Manual,Mecánica,nan,nan,nan,nan
26.000.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,39.000 km,nan,Gasolina,ZIY427,Rojo,Manual,Hidráulica,nan,Sí,1600,4
33.500.000,Renault,Sandero,Dynamique,2017,8.500 km,5,Gasolina,JET625,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
26.800.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V,2015,33.700 km,nan,Gasolina,UTQ969,Rojo,Manual,Hidráulica,nan,Sí,1600,nan
22.500.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2012,80.000 km,nan,Gasolina,RIX-169,Negro,Manual,Hidráulica,nan,nan,1600,nan
19.800.000,Renault,Sandero,Sandero gt line 16 Valvulas,2011,81.000 km,5,Gasolina,RHM681,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
21.600.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2011,90.200 km,nan,Gasolina,RHT-110,Rojo,Manual,Hidráulica,nan,nan,1600,16
47.000.000,Renault,Sandero,RS MT 2.0L,2017,5.000 km,nan,Gasolina,Dyz500,Gris,Manual,Hidráulica,nan,Sí,2000,2000
28.000.000,Renault,Sandero,Authenthique A.A,2018,33.000 km,5,Gasolina,JJK096,Grisestrella,Manual,Hidráulica,4x2,nan,nan,nan
21.400.000,Renault,Sandero,GT LINE MT 1600CC 16V,2011,79.500 km,nan,Gasolina,LCI833,Gris,Manual,Hidráulica,nan,nan,1600,16
23.500.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2013,84.000 km,nan,Gasolina,***-**0,Gris,Manual,Hidráulica,nan,Sí,1500,4
21.800.000,Renault,Sandero,Authentique MT 1600CC AA,2014,48.950 km,5,Gasolina,HBM-696,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
19.000.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2010,82.000 km,nan,Gasolina,*****0,Plateado,Manual,Hidráulica,nan,nan,1600,4
27.000.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V AA,2014,64.000 km,nan,Gasolina,*****1,Gris,Automática,Hidráulica,nan,Sí,1600,nan
32.900.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V FE,2016,24.000 km,nan,Gasolina,IMW-084,Negro,Mecánica,Hidráulica,nan,Sí,1600,8
16.000.000,Renault,Sandero,Expression,2009,128.000 km,5,Gasolina,Dcc520,Grisperla,Mecánica,Mecánica,4x2,nan,nan,nan
32.500.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V AA,2019,1.935 km,nan,Gasolina,EMP-457,Azul,Mecánica,Hidráulica,nan,Sí,1598,nan
22.000.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V AA,2014,55.000 km,nan,Gasolina,HCL930,Rojo,Manual,Hidráulica,nan,nan,1600,4
23.500.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V FE,2010,26.700 km,nan,Gasolina,*****6,Rojo,Manual,Hidráulica,nan,Sí,1600CC,8
26.500.000,Renault,Sandero,Nuevo Sandero,2016,22.300 km,5,Gasolina,IVS919,Gris,Mecánica,Mecánica,4x2,nan,nan,nan
19.900.000,Renault,Sandero,GT LINE MT 1600CC 16V,2011,87.560 km,nan,Gasolina,KJO 331,Rojo,Manual,Hidráulica,nan,nan,1600,nan
23.000.000,Renault,Sandero,AUTHENTIQUE,2016,27.000 km,5,Gasolina,***-**6,GRISLUNA,Mecánica,Hidráulica,4x2,nan,nan,nan
21.600.000,Renault,Sandero,autentyque,2015,31.800 km,4,Gasolina,UCQ707,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
30.000.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2017,20.000 km,nan,Gasolina,JDM005,Rojo,Manual,Hidráulica,nan,Sí,nan,nan
27.900.000,Renault,Sandero,Aut0matico,2016,45.000 km,4,Gasolina,Dgt504,Grisestrella,Automática,Hidráulica,4x2,nan,nan,nan
19.000.000,Renault,Sandero,nan,2010,89.000 km,nan,Gasolina,KAL-078,Blanco,Manual,Hidráulica,nan,Sí,1600,nan
33.500.000,Renault,Sandero,AUTOMATIQ AT 1600cc AA,2017,15.000 km,5,Gasolina,IUW868,Grisestrella,Automática,Hidráulica,4x2,nan,nan,nan
25.300.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,46.313 km,nan,Gasolina,IDW 269,Negro,Manual,Hidráulica,nan,nan,nan,nan
28.000.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V AA,2018,19.000 km,nan,Gasolina,***-**5,Blanco,Manual,Hidráulica,nan,Sí,1600,nan
21.500.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2010,97.000 km,nan,Gasolina,RAS-082,Gris,Manual,Hidráulica,nan,Sí,1.598,nan
32.900.000,Renault,Sandero,TRIP ADVISOR 1600,2018,18.000 km,nan,Gasolina,ELY213,Blanco,Manual,Hidráulica,nan,Sí,1600CC,nan
17.500.000,Renault,Sandero,GT,2009,130.000 km,5,Gasolina,DCK-793,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
18.500.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V AA,2011,110.000 km,nan,Gasolina,RHS775,Gris,Manual,Hidráulica,nan,nan,1600,nan
21.500.000,Renault,Sandero,AUTENTIQUE,2015,49.200 km,5,Gasolina,ZZM603,Gris,Mecánica,Hidráulica,nan,nan,nan,nan
19.700.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2012,57.500 km,nan,Gasolina,*****2,Negro,Manual,Hidráulica,nan,nan,1600,1600
27.500.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V AA,2016,30.500 km,nan,Gasolina,IWU247,Plateado,Manual,Hidráulica,nan,Sí,1.600cc,4
30.000.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V SA,2017,12.000 km,nan,Gasolina,Iwn680,Gris,Manual,Hidráulica,nan,Sí,1600cc,4
35.000.000,Renault,Sandero,TRIP ADVISOR 1600,2018,7.050 km,nan,Gasolina,EBV-160,Rojo,Manual,Hidráulica,nan,Sí,1600,nan
19.000.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2010,80.000 km,nan,Gasolina,RZM 750,Rojo,Manual,Mecánica,nan,nan,1600,nan
28.000.000,Renault,Sandero,Expression Mt 1600Cc Aa,2018,7.000 km,5,Gasolina,***-**7,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
25.900.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2016,45.600 km,5,Gasolina,INT311,Gris,Manual,Hidráulica,4x2,nan,1600,4
17.000.000,Renault,Sandero,Dinamic AA 1.6 5P,2009,82.000 km,5,Gasolina,NVU-827,Rojo,Mecánica,Hidráulica,nan,nan,nan,nan
18.900.000,Renault,Sandero,GT LINE MT 1600CC 16V,2010,82.000 km,nan,Gasolina,DCP-304,Azul,Manual,Hidráulica,nan,nan,1600,nan
22.300.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V AA,2013,60.480 km,nan,Gasolina,HAX-919,Rojo,Manual,Hidráulica,nan,nan,1598,8
28.600.000,Renault,Sandero,nan,2018,23.000 km,nan,Gasolina,DNR-574,Gris,Manual,Hidráulica,nan,nan,1600,4
42.900.000,Renault,Sandero,RS MT 2000CC,2017,13.000 km,nan,Gasolina,HYT931,Rojo,Mecánica,Hidráulica,nan,nan,2000,nan
29.500.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2017,12.900 km,nan,Gasolina,JFL-149,Gris,Manual,Hidráulica,nan,nan,1600,nan
32.800.000,Renault,Sandero,full equipo,2019,100 km,5,Gasolina,fzt751,Gris,Manual,Mecánica,nan,nan,nan,nan
21.400.000,Renault,Sandero,GT LINE MT 1600CC 16V,2011,105.000 km,nan,Gasolina,MQN-957,Gris,Manual,Hidráulica,nan,Sí,1598,16
19.400.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2010,115.000 km,nan,Gasolina,DCU-799,Gris,Manual,Hidráulica,nan,nan,1600,nan
15.400.000,Renault,Sandero,Sandero,2011,113.000 km,5,Gasolina,KIV647,Blanco,Mecánica,Hidráulica,4x2,nan,nan,nan
20.900.000,Renault,Sandero,Aut. Dynamique,2015,35.000 km,5,Gasolina,UCL-897,Gris,Automática,Hidráulica,nan,nan,nan,nan
24.700.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V SA,2016,35.000 km,4,Gasolina,XXX001,Plateado,Mecánica,Hidráulica,nan,Sí,1600,1600
18.500.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2012,88.000 km,4,Gasolina,MBV901,Plateado,Mecánica,Hidráulica,4x2,nan,1600,4
34.990.000,Renault,Sandero,Life,2020,0 km,5,Gasolina,000000,Gris,Mecánica,Asistida,nan,nan,1.6,4
42.900.000,Renault,Sandero,NEW SANDERO RS 2.0 MEC,2018,10.485 km,4,Gasolina,EPR772,Rojo,Mecánica,Asistida,4x2,nan,nan,nan
38.890.000,Renault,Sandero,Sandero Polar,2020,0 km,5,Gasolina,000000,Plateado,Mecánica,Hidráulica,nan,nan,1.6,4
18.890.000,Renault,Sandero,SANDERO DYNAMIQUE,2011,81.000 km,5,Gasolina,RCQ250,Negro,Mecánica,Hidráulica,4x2,nan,nan,nan
29.900.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V AA,2016,36.100 km,4,Gasolina,INN287,Gris,Automática,Asistida,4x2,nan,nan,1600
28.500.000,Renault,Sandero,RENAULT SANDERO AUT 2015,2015,63.448 km,5,Gasolina,HQW201,Blanco,Automática,Hidráulica,4x2,nan,nan,nan
25.900.000,Renault,Sandero,AUTENTIQUE,2016,51.800 km,5,Gasolina,IKX649,PLATA,Mecánica,Electroasistida,4x2,nan,nan,nan
42.900.000,Renault,Sandero,NEW SANDERO RS 2.0 MEC,2018,12.210 km,4,Gasolina,EPR782,Rojo,Mecánica,Asistida,4x2,nan,nan,nan
33.900.000,Renault,Sandero,NEW SANDERO 1.6 AUT,2017,30.400 km,4,Gasolina,INQ136,Gris,Mecánica,Asistida,4x2,nan,nan,nan
26.000.000,Renault,Sandero,renault sandero authentique s/a,2017,19.700 km,5,Gasolina,jdu841,beigecendre,Mecánica,Hidráulica,4x2,Sí,nan,nan
24.000.000,Renault,Sandero,Sandero Automatico,2014,61.937 km,5,Gasolina,KLM550,GrisComet,Automáticasecuencial,Asistida,4x2,nan,nan,nan
28.100.000,Renault,Sandero,SANDERO 1.6 AUT,2015,74.530 km,4,Gasolina,KAT315,Gris,Mecánica,Electroasistida,4x2,nan,nan,nan
25.000.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2014,63.000 km,5,Gasolina,HJP989,Rojo,Mecánica,Hidráulica,nan,nan,1600,4
29.000.000,Renault,Sandero,1.6 Mt,2019,3.000 km,5,Gasolina,******,Blanco,Mecánica,Electroasistida,4x2,Sí,nan,nan
20.990.000,Renault,Sandero,Renault Sandero 1.6 Mec.D.H Bloqueo Rines,2013,50.000 km,5,Gasolina,MKW637,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
28.900.000,Renault,Sandero,RENA,2015,63.448 km,5,Gasolina,HQW201,PLATA,Automática,nan,nan,nan,nan,nan
24.900.000,Renault,Sandero,RENAULT SANDERO 1600 CC MT AA 2017,2017,52.000 km,5,Gasolina,DMU669,NEGRONACARADO,Mecánica,Hidráulica,4x2,nan,nan,nan
49.900.000,Renault,Sandero,DUSTER ZEN,2020,0 km,5,Gasolina,nan,Segúndisponibilidad,Mecánica,Hidráulica,4x2,nan,nan,nan
28.500.000,Renault,Sandero,SANDERO DYNAMIQUE 1.6 MT,2015,19.000 km,5,Gasolina,UCM627,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
34.500.000,Renault,Sandero,INTENSE AUT,2017,35.169 km,5,Gasolina,INR189,PLATA,Automáticasecuencial,Asistida,4x2,nan,nan,nan
42.489.000,Renault,Sandero,Exclusive,2018,8.000 km,5,Gasolina,ejw799,nan,Automática,nan,nan,nan,nan,nan
35.000.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V,2017,30.940 km,5,Gasolina,IUW630,Plateado,Automática,Hidráulica,nan,nan,1600,nan
24.500.000,Renault,Sandero,EXPRESSION,2015,36.000 km,5,Gasolina,zxt524,Rojo,Mecánica,nan,4x2,Sí,nan,nan
18.600.000,Renault,Sandero,sandero expression 1600cc,2010,48.000 km,4,Gasolina,dcv744,rojoalmagro,Mecánica,Hidráulica,4x2,Sí,nan,nan
22.500.000,Renault,Sandero,Dynamique,2014,83.000 km,5,Gasolina,8,Negro,Mecánica,nan,nan,nan,nan,nan
22.500.000,Renault,Sandero,DYNAMIQUE 1600,2012,71.000 km,4,Gasolina,RJY503,ROJOPERLADO,Manual,Hidráulica,4x2,nan,nan,nan
37.500.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V AA,2017,31.000 km,5,Gasolina,IHL945,Blanco,Automática,Hidráulica,nan,nan,1600,4
